ID,Label,Label_Name,SW_Pred,SW_Name,HW_Pred,HW_Name,HW_eq_SW,HW_eq_GT,Scale,MAE,KL,Cos,Total_Cyc,P1_Cyc,P2_Cyc,Stall_Cyc,Compute_Cyc,Saturated
8538,751,racer,751,racer,751,racer,1,1,0.5012,0.001225,0.939654,0.934212,133472,57055,76403,64,360,0
8539,660,mobile home,867,trailer truck,867,trailer truck,1,0,0.5679,0.001002,0.686878,0.954914,141307,63556,77737,80,376,0
8540,233,Bouvier des Flandres,233,Bouvier des Flandres,233,Bouvier des Flandres,1,1,0.4005,0.001215,0.965642,0.910281,132887,56031,76842,16,312,0
8541,364,three-toed sloth,379,howler monkey,379,howler monkey,1,0,0.6647,0.000566,0.264660,0.953141,135992,58866,77112,32,328,0
8542,806,sock,806,sock,806,sock,1,1,0.3246,0.001335,1.101598,0.961638,151934,72484,79436,64,360,0
8543,682,obelisk,682,obelisk,682,obelisk,1,1,0.3740,0.001247,0.985595,0.990903,129899,53009,76876,48,344,0
8544,814,speedboat,814,speedboat,814,speedboat,1,1,0.3306,0.001410,1.224478,0.960196,130104,54106,75984,48,344,0
8545,454,bookshop,454,bookshop,454,bookshop,1,1,0.6543,0.000675,0.336559,0.962858,137214,60095,77105,32,328,0
8546,856,thresher,856,thresher,856,thresher,1,1,0.3812,0.001300,1.049876,0.954044,126507,50246,76247,48,344,0
8547,8,hen,7,cock,7,cock,1,0,0.4482,0.001027,0.725226,0.970627,132089,55239,76836,0,296,0
8548,682,obelisk,682,obelisk,682,obelisk,1,1,0.3383,0.001363,1.140750,0.917469,134860,57381,77465,48,344,0
8549,164,bluetick,164,bluetick,164,bluetick,1,1,0.4344,0.001371,1.141244,0.966893,135576,58377,77185,16,329,0
8550,81,ptarmigan,81,ptarmigan,81,ptarmigan,1,1,0.5110,0.001215,0.921184,0.961440,153228,73085,80129,0,296,0
8551,512,corkscrew,512,corkscrew,512,corkscrew,1,1,0.3281,0.001412,1.233771,0.972360,135247,58282,76951,48,344,0
8552,19,chickadee,19,chickadee,19,chickadee,1,1,0.2980,0.001148,0.863322,0.996058,157146,79327,77805,0,296,0
8553,763,revolver,763,revolver,763,revolver,1,1,0.2793,0.001279,1.015477,0.949905,128107,51519,76574,48,344,0
8554,639,maillot tank suit,639,maillot tank suit,639,maillot tank suit,1,1,0.4155,0.001030,0.701179,0.959227,131434,54891,76529,48,344,0
8555,283,Persian cat,283,Persian cat,283,Persian cat,1,1,0.3922,0.001212,0.937979,0.993956,146643,69040,77589,32,328,0
8556,504,coffee mug,968,cup,968,cup,1,0,0.5775,0.000818,0.470890,0.939577,134234,57461,76759,48,344,0
8557,859,toaster,859,toaster,859,toaster,1,1,0.3788,0.001419,1.245095,0.978059,134895,58587,76294,80,376,0
8558,768,rugby ball,768,rugby ball,768,rugby ball,1,1,0.3782,0.001247,0.987789,0.993561,129123,52589,76520,64,360,0
8559,817,sports car,817,sports car,817,sports car,1,1,0.3801,0.001089,0.760558,0.956001,147768,68659,79095,48,344,0
8560,716,picket fence,716,picket fence,716,picket fence,1,1,0.2749,0.001209,0.932057,0.970359,127278,51110,76154,64,360,0
8561,64,green mamba,64,green mamba,64,green mamba,1,1,0.4418,0.001150,0.916954,0.871375,136902,58724,78164,0,313,0
8562,743,prison,890,volleyball,890,volleyball,1,0,0.6878,0.000679,0.338998,0.954199,134275,57778,76483,80,376,0
8563,573,go-kart,573,go-kart,573,go-kart,1,1,0.8587,0.000202,0.061018,0.988171,130625,54325,76286,48,344,0
8564,208,Labrador retriever,208,Labrador retriever,208,Labrador retriever,1,1,0.4975,0.001219,0.938971,0.943613,133014,50772,82228,16,312,0
8565,785,seat belt,785,seat belt,785,seat belt,1,1,0.6182,0.001009,0.681122,0.965179,144869,68190,76665,48,344,0
8566,463,bucket,463,bucket,463,bucket,1,1,0.3548,0.001408,1.212068,0.945294,133769,57221,76534,16,312,0
8567,674,mousetrap,674,mousetrap,674,mousetrap,1,1,0.3831,0.001270,1.019618,0.993269,146069,67683,78372,48,344,0
8568,232,Border collie,231,collie,231,collie,1,0,0.5229,0.001041,0.680468,0.970330,128444,52256,76174,16,312,0
8569,339,sorrel,339,sorrel,339,sorrel,1,1,0.4377,0.001235,1.032764,0.954355,159085,58602,100469,32,328,0
8570,550,espresso maker,550,espresso maker,550,espresso maker,1,1,0.2863,0.000888,0.601984,0.991736,131561,54976,76571,48,344,0
8571,55,green snake,59,vine snake,59,vine snake,1,0,0.3731,0.001189,0.921887,0.906497,133890,56910,76966,0,296,0
8572,879,umbrella,573,go-kart,573,go-kart,1,0,0.6815,0.000598,0.252935,0.964557,131402,55071,76317,48,344,0
8573,185,Norfolk terrier,193,Australian terrier,193,Australian terrier,1,0,0.3397,0.000966,0.643748,0.956429,137814,60118,77682,16,312,0
8574,327,starfish,329,sea cucumber,329,sea cucumber,1,0,0.3929,0.001281,1.091524,0.905647,130232,54212,76006,16,312,0
8575,13,junco,13,junco,13,junco,1,1,0.3287,0.001282,1.019024,0.969163,129964,53377,76573,0,296,0
8576,702,parallel bars,702,parallel bars,702,parallel bars,1,1,0.3704,0.001202,0.920049,0.956455,157314,74052,83248,48,344,0
8577,981,ballplayer,981,ballplayer,981,ballplayer,1,1,0.3861,0.001197,0.923585,0.958572,139160,62205,76941,64,360,0
8578,864,tow truck,864,tow truck,864,tow truck,1,1,0.7068,0.000395,0.147110,0.978941,128879,52359,76506,64,360,0
8579,427,barrel,756,rain barrel,756,rain barrel,1,0,0.3232,0.000954,0.710781,0.957384,132152,55463,76675,32,328,0
8580,597,holster,597,holster,597,holster,1,1,0.4317,0.001330,1.086008,0.985807,137544,59748,77782,48,344,0
8581,594,harp,594,harp,594,harp,1,1,0.2384,0.001252,0.995286,0.974693,141778,60737,81027,32,328,0
8582,647,measuring cup,647,measuring cup,647,measuring cup,1,1,0.3714,0.001404,1.219720,0.978448,127528,51942,75572,64,360,0
8583,922,menu,922,menu,922,menu,1,1,0.4420,0.001274,1.004112,0.979587,137597,60067,77516,32,328,0
8584,133,bittern,138,bustard,138,bustard,1,0,0.6756,0.000551,0.227490,0.958760,141673,63809,77850,16,312,0
8585,904,window screen,904,window screen,904,window screen,1,1,0.6624,0.000730,0.383312,0.950316,135494,58045,77435,64,360,0
8586,67,diamondback,67,diamondback,67,diamondback,1,1,0.4080,0.001322,1.078617,0.948482,130051,53841,76196,0,296,0
8587,147,grey whale,147,grey whale,147,grey whale,1,1,0.3028,0.001314,1.076761,0.970724,134674,57915,76745,16,312,0
8588,8,hen,8,hen,8,hen,1,1,0.3486,0.001181,0.880543,0.959788,147510,68776,78720,0,296,0
8589,591,handkerchief,591,handkerchief,591,handkerchief,1,1,0.3838,0.001382,1.171642,0.953414,133704,56718,76972,64,360,0
8590,744,projectile,744,projectile,744,projectile,1,1,0.4219,0.001193,0.950675,0.953757,152349,73465,78870,48,344,0
8591,359,black-footed ferret,359,black-footed ferret,359,black-footed ferret,1,1,0.4679,0.001086,0.784581,0.965036,132164,55454,76696,16,312,0
8592,140,red-backed sandpiper,139,ruddy turnstone,139,ruddy turnstone,1,0,0.3966,0.001006,0.780030,0.879646,157389,77636,79739,16,312,0
8593,753,radiator,753,radiator,753,radiator,1,1,0.3843,0.001301,1.057004,0.986899,139728,62016,77698,32,328,0
8594,769,rule,769,rule,769,rule,1,1,0.6248,0.000831,0.534192,0.939826,134722,57881,76827,48,344,0
8595,899,water jug,899,water jug,899,water jug,1,1,0.9564,0.000056,0.062050,0.999432,139653,57389,82250,64,360,0
8596,164,bluetick,164,bluetick,164,bluetick,1,1,0.4390,0.001160,0.889019,0.947035,126625,50337,76274,16,312,0
8597,210,German short-haired pointer,210,German short-haired pointer,210,German short-haired pointer,1,1,0.2761,0.001454,1.312404,0.888896,137895,60199,77682,16,312,0
8598,861,toilet seat,915,yurt,915,yurt,1,0,0.6836,0.000582,0.249840,0.970123,130173,53892,76267,80,376,0
8599,276,hyena,343,warthog,343,warthog,1,0,0.4955,0.001131,0.852618,0.924684,126944,50899,76031,16,312,0
8600,797,sleeping bag,797,sleeping bag,797,sleeping bag,1,1,0.5639,0.001241,0.920467,0.975493,125967,50254,75699,80,376,0
8601,899,water jug,899,water jug,899,water jug,1,1,0.3929,0.000911,0.599017,0.940936,150457,70612,79831,32,328,0
8602,282,tiger cat,797,sleeping bag,797,sleeping bag,1,0,0.3896,0.001364,1.141018,0.966678,126701,50634,76053,64,360,0
8603,67,diamondback,67,diamondback,67,diamondback,1,1,0.3478,0.001387,1.175839,0.948817,137443,61048,76381,0,296,0
8604,908,wing,908,wing,908,wing,1,1,0.4335,0.001110,0.795853,0.952638,143222,65206,78002,32,328,0
8605,722,ping-pong ball,722,ping-pong ball,722,ping-pong ball,1,1,0.9082,0.000114,0.046672,0.996799,136522,58970,77538,64,360,0
8606,652,military uniform,764,rifle,764,rifle,1,0,0.6568,0.000767,0.384381,0.969338,137402,61249,76139,64,360,0
8607,448,birdhouse,750,quilt,750,quilt,1,0,0.7706,0.000295,0.089190,0.980534,125440,49473,75953,64,360,0
8608,609,jeep,609,jeep,609,jeep,1,1,0.5895,0.001125,0.789473,0.972644,138815,61406,77395,48,344,0
8609,724,pirate,724,pirate,724,pirate,1,1,0.4142,0.001057,0.778577,0.941419,155380,75930,79436,48,344,0
8610,423,barber chair,423,barber chair,423,barber chair,1,1,0.3760,0.001314,1.068814,0.978345,149400,70249,79137,32,328,0
8611,969,eggnog,969,eggnog,969,eggnog,1,1,0.6393,0.000667,0.325445,0.959386,133827,56785,77028,48,344,0
8612,656,minivan,656,minivan,656,minivan,1,1,0.6011,0.000829,0.479962,0.983012,132954,55533,77407,32,328,0
8613,374,langur,371,patas,371,patas,1,0,0.4127,0.001036,0.779133,0.897732,126092,50114,75964,16,312,0
8614,63,Indian cobra,63,Indian cobra,63,Indian cobra,1,1,0.3753,0.001213,0.902057,0.907011,126559,50502,76043,0,296,0
8615,181,Bedlington terrier,181,Bedlington terrier,181,Bedlington terrier,1,1,0.5173,0.000976,0.708395,0.914769,139896,62393,77489,16,329,0
8616,528,dial telephone,674,mousetrap,674,mousetrap,1,0,0.8385,0.000229,0.069482,0.984599,137405,60852,76539,48,344,0
8617,954,banana,954,banana,954,banana,1,1,0.4609,0.000880,0.612159,0.871979,133302,56573,76715,32,328,0
8618,818,spotlight,644,matchstick,644,matchstick,1,0,0.6607,0.000642,0.324750,0.938436,153320,73619,79687,32,328,0
8619,343,warthog,343,warthog,343,warthog,1,1,0.3982,0.001252,0.982931,0.921540,139945,56506,83425,32,328,0
8620,70,harvestman,70,harvestman,70,harvestman,1,1,0.4034,0.001125,0.846178,0.911180,128783,51299,77470,0,296,0
8621,153,Maltese dog,153,Maltese dog,153,Maltese dog,1,1,0.3656,0.001336,1.097062,0.972866,132001,55496,76491,16,312,0
8622,625,lifeboat,625,lifeboat,625,lifeboat,1,1,0.3263,0.001282,1.029690,0.977001,134067,57489,76564,48,344,0
8623,631,lotion,631,lotion,631,lotion,1,1,0.4641,0.000908,0.588196,0.903860,131364,54902,76448,32,328,0
8624,275,African hunting dog,275,African hunting dog,275,African hunting dog,1,1,0.3531,0.001170,0.889449,0.996289,143789,58235,85540,32,328,0
8625,835,sundial,835,sundial,835,sundial,1,1,0.4611,0.000930,0.599425,0.970381,135234,58113,77107,32,328,0
8626,20,water ouzel,20,water ouzel,20,water ouzel,1,1,0.3269,0.001240,0.975470,0.992874,143119,64548,78557,0,296,0
8627,762,restaurant,532,dining table,532,dining table,1,0,0.4440,0.001145,0.863202,0.920693,133770,56778,76978,48,344,0
8628,604,hourglass,604,hourglass,604,hourglass,1,1,0.3370,0.001317,1.089232,0.990154,138378,61629,76735,48,344,0
8629,559,folding chair,541,drum,541,drum,1,0,0.6782,0.000471,0.198476,0.949775,136149,59207,76928,64,360,0
8630,898,water bottle,852,tennis ball,852,tennis ball,1,0,0.8705,0.000196,0.062522,0.995373,132550,55492,77044,80,376,0
8631,205,flat-coated retriever,205,flat-coated retriever,205,flat-coated retriever,1,1,0.4399,0.000971,0.694219,0.889061,140501,63369,77118,16,312,0
8632,636,mailbag,636,mailbag,636,mailbag,1,1,0.6335,0.000796,0.448428,0.953807,140551,61874,78663,64,360,0
8633,327,starfish,327,starfish,327,starfish,1,1,0.3320,0.001279,1.027014,0.984754,131553,55355,76184,16,312,0
8634,777,scabbard,858,tile roof,858,tile roof,1,0,0.7227,0.000505,0.198380,0.968268,132090,55356,76720,48,344,0
8635,837,sunglasses,837,sunglasses,837,sunglasses,1,1,0.7630,0.000503,0.188346,0.981814,143856,65877,77965,64,360,0
8636,817,sports car,407,ambulance,407,ambulance,1,0,0.4329,0.000991,0.675668,0.923492,136355,59292,77049,32,328,0
8637,749,quill,508,computer keyboard,508,computer keyboard,1,0,0.8025,0.000262,0.069611,0.988121,132328,55715,76599,32,328,0
8638,955,jackfruit,840,swab,840,swab,1,0,0.7181,0.000606,0.265090,0.976338,130373,53976,76383,16,312,0
8639,346,water buffalo,346,water buffalo,346,water buffalo,1,1,0.4963,0.001000,0.758380,0.890129,142414,63870,78530,32,328,0
8640,520,crib,520,crib,520,crib,1,1,0.4189,0.001344,1.108522,0.941076,129619,53262,76343,64,360,0
8641,671,mountain bike,612,jinrikisha,612,jinrikisha,1,0,0.8601,0.000233,0.065524,0.990968,137753,61493,76246,48,344,0
8642,910,wooden spoon,910,wooden spoon,910,wooden spoon,1,1,0.2488,0.001290,1.045865,0.965174,128186,52005,76167,48,344,0
8643,65,sea snake,65,sea snake,65,sea snake,1,1,0.3692,0.001151,0.835621,0.920031,149381,70025,79342,0,296,0
8644,914,yawl,914,yawl,914,yawl,1,1,0.4168,0.001289,1.029511,0.970448,130633,53887,76732,96,392,0
8645,343,warthog,356,weasel,356,weasel,1,0,0.4185,0.001000,0.692867,0.906180,128828,51877,76937,16,312,0
8646,30,bullfrog,30,bullfrog,30,bullfrog,1,1,0.3326,0.001186,0.909303,0.908793,137610,60454,77142,0,296,0
8647,419,Band Aid,419,Band Aid,419,Band Aid,1,1,0.5515,0.001162,0.873823,0.947215,129037,52726,76297,32,328,0
8648,768,rugby ball,768,rugby ball,768,rugby ball,1,1,0.5222,0.001244,0.992564,0.952786,130953,53955,76984,64,360,0
8649,762,restaurant,926,hot pot,926,hot pot,1,0,0.3770,0.001120,0.825766,0.883385,127129,50862,76253,64,360,0
8650,83,prairie chicken,83,prairie chicken,83,prairie chicken,1,1,0.2949,0.001331,1.087086,0.948900,141791,60004,81773,0,296,0
8651,686,oil filter,686,oil filter,686,oil filter,1,1,0.4840,0.000979,0.649315,0.932690,144791,66597,78180,48,344,0
8652,466,bullet train,466,bullet train,466,bullet train,1,1,0.4015,0.001380,1.178165,0.933368,133503,56807,76682,32,328,0
8653,425,barn,425,barn,425,barn,1,1,0.3564,0.001260,0.990653,0.973568,146414,67811,78589,48,344,0
8654,705,passenger car,705,passenger car,705,passenger car,1,1,0.3082,0.001268,1.071417,0.884885,142011,65411,76586,64,360,0
8655,825,stone wall,825,stone wall,825,stone wall,1,1,0.4926,0.001289,1.007429,0.981701,135425,57892,77519,96,392,0
8656,658,mitten,452,bonnet,452,bonnet,1,0,0.4562,0.000924,0.611809,0.914542,132720,55827,76879,48,344,0
8657,962,meat loaf,962,meat loaf,962,meat loaf,1,1,0.4174,0.001196,1.051085,0.855298,157207,79025,78168,16,312,0
8658,456,bow,456,bow,456,bow,1,1,0.3522,0.001240,0.979301,0.993752,129695,53452,76229,48,344,0
8659,948,Granny Smith,948,Granny Smith,948,Granny Smith,1,1,0.3292,0.001153,0.876324,0.996177,128956,52432,76510,64,360,0
8660,45,Gila monster,343,warthog,343,warthog,1,0,0.7652,0.000436,0.145867,0.981142,154829,74931,79884,16,312,0
8661,753,radiator,858,tile roof,858,tile roof,1,0,0.7367,0.000560,0.219006,0.981813,131051,53826,77211,48,344,0
8662,664,monitor,664,monitor,664,monitor,1,1,0.4186,0.000855,0.581922,0.905108,181912,95041,86857,80,376,0
8663,493,chiffonier,520,crib,520,crib,1,0,0.6705,0.000637,0.343296,0.943996,161215,76625,84576,64,360,0
8664,715,pickelhaube,652,military uniform,652,military uniform,1,0,0.3960,0.001263,1.015733,0.915201,140370,62565,77791,48,344,0
8665,722,ping-pong ball,722,ping-pong ball,722,ping-pong ball,1,1,0.5986,0.000711,0.386848,0.923266,132398,55433,76951,32,328,0
8666,31,tree frog,31,tree frog,31,tree frog,1,1,0.3269,0.001226,0.934432,0.951245,129963,53517,76432,0,296,0
8667,752,racket,752,racket,752,racket,1,1,0.3528,0.001356,1.169846,0.910990,135371,58010,77347,32,328,0
8668,268,Mexican hairless,268,Mexican hairless,268,Mexican hairless,1,1,0.3007,0.001229,0.965189,0.991221,148136,69880,78242,32,328,0
8669,214,Gordon setter,227,kelpie,227,kelpie,1,0,0.7868,0.000324,0.095053,0.987996,132308,55862,76432,16,312,0
8670,890,volleyball,890,volleyball,890,volleyball,1,1,0.3524,0.001129,0.903312,0.944875,133268,52870,80384,64,360,0
8671,757,recreational vehicle,757,recreational vehicle,757,recreational vehicle,1,1,0.3316,0.001190,0.913149,0.987448,140045,62329,77702,48,344,0
8672,339,sorrel,339,sorrel,339,sorrel,1,1,0.4285,0.001140,0.851131,0.952841,135124,58380,76730,32,328,0
8673,122,American lobster,122,American lobster,122,American lobster,1,1,0.4022,0.001311,1.046514,0.962322,134807,57987,76806,0,296,0
8674,228,komondor,228,komondor,228,komondor,1,1,0.2788,0.001275,1.025711,0.990686,134895,57945,76936,16,312,0
8675,118,Dungeness crab,31,tree frog,31,tree frog,1,0,0.4859,0.001032,0.796611,0.891148,154755,74483,80258,0,296,0
8676,435,bathtub,435,bathtub,435,bathtub,1,1,0.4208,0.001099,0.849806,0.934519,136521,59282,77225,32,328,0
8677,475,car mirror,475,car mirror,475,car mirror,1,1,0.3374,0.001147,0.862731,0.997266,144078,65971,78093,32,328,0
8678,516,cradle,431,bassinet,431,bassinet,1,0,0.4136,0.001227,0.998095,0.953292,136260,58792,77454,16,312,0
8679,150,sea lion,150,sea lion,150,sea lion,1,1,0.4062,0.001224,0.949708,0.994171,144351,66999,77338,16,312,0
8680,831,studio couch,831,studio couch,831,studio couch,1,1,0.4682,0.001400,1.203382,0.957989,128346,52197,76135,64,360,0
8681,353,gazelle,352,impala,352,impala,1,0,0.2346,0.001248,0.968095,0.933503,134398,57368,77016,32,328,0
8682,81,ptarmigan,81,ptarmigan,81,ptarmigan,1,1,0.3460,0.001294,1.037704,0.974723,135490,58427,77049,0,296,0
8683,667,mortarboard,667,mortarboard,667,mortarboard,1,1,0.3830,0.001450,1.293960,0.972092,131973,55210,76749,64,360,0
8684,452,bonnet,474,cardigan,474,cardigan,1,0,0.7602,0.000452,0.159170,0.980145,138166,60992,77160,32,328,0
8685,474,cardigan,474,cardigan,474,cardigan,1,1,0.3113,0.001284,1.035667,0.985443,149371,70455,78902,48,344,0
8686,592,hard disc,592,hard disc,592,hard disc,1,1,0.2682,0.001250,0.994432,0.993820,138427,57874,80539,32,328,0
8687,708,pedestal,708,pedestal,708,pedestal,1,1,0.5209,0.001284,0.989818,0.979564,130994,54503,76477,48,344,0
8688,57,garter snake,57,garter snake,57,garter snake,1,1,0.4083,0.001040,0.740801,0.897603,134382,57323,77045,0,296,0
8689,73,barn spider,74,garden spider,74,garden spider,1,0,0.3593,0.000742,0.459670,0.966751,136174,58743,77417,0,296,0
8690,448,birdhouse,448,birdhouse,448,birdhouse,1,1,0.5834,0.000842,0.472072,0.973558,136449,59319,77116,16,312,0
8691,385,Indian elephant,385,Indian elephant,385,Indian elephant,1,1,0.5766,0.000918,0.531311,0.972204,135291,57983,77294,16,312,0
8692,464,buckle,464,buckle,464,buckle,1,1,0.5127,0.001225,0.993211,0.932582,148428,70110,78304,32,328,0
8693,952,fig,952,fig,952,fig,1,1,0.2949,0.001249,0.996455,0.988888,175437,84662,90761,32,328,0
8694,644,matchstick,772,safety pin,772,safety pin,1,0,0.6796,0.000570,0.250832,0.950092,144235,66055,78166,80,376,0
8695,179,Staffordshire bullterrier,180,American Staffordshire terrier,180,American Staffordshire terrier,1,0,0.4001,0.000842,0.563378,0.942569,133550,56766,76770,16,312,0
8696,44,alligator lizard,44,alligator lizard,44,alligator lizard,1,1,0.4158,0.001389,1.185481,0.934791,132517,55959,76544,0,296,0
8697,487,cellular telephone,590,hand-held computer,590,hand-held computer,1,0,0.4236,0.001066,0.762334,0.920602,129584,52639,76931,48,344,0
8698,185,Norfolk terrier,194,Dandie Dinmont,194,Dandie Dinmont,1,0,0.4714,0.001058,0.723247,0.938963,125282,49864,75404,16,312,0
8699,901,whiskey jug,901,whiskey jug,901,whiskey jug,1,1,0.3143,0.001223,0.961003,0.988617,138368,61212,77142,48,344,0
8700,901,whiskey jug,901,whiskey jug,901,whiskey jug,1,1,0.4128,0.001342,1.117766,0.944720,134454,53802,80638,48,344,0
8701,835,sundial,835,sundial,835,sundial,1,1,0.2863,0.001154,0.877393,0.996544,133103,55260,77829,48,344,0
8702,791,shopping cart,791,shopping cart,791,shopping cart,1,1,0.4602,0.001318,1.063371,0.988457,146994,67319,79661,48,344,0
8703,56,king snake,63,Indian cobra,63,Indian cobra,1,0,0.3540,0.000937,0.645050,0.863782,138179,59561,78604,0,296,0
8704,968,cup,504,coffee mug,504,coffee mug,1,0,0.2822,0.001137,0.930722,0.907597,131280,54480,76786,16,329,0
8705,746,puck,746,puck,746,puck,1,1,0.2411,0.001168,0.891402,0.994165,139476,63181,76281,64,360,0
8706,377,marmoset,377,marmoset,377,marmoset,1,1,0.4290,0.001285,1.022409,0.949983,138036,60480,77542,16,312,0
8707,620,laptop,527,desktop computer,527,desktop computer,1,0,0.5055,0.000799,0.465829,0.952333,138994,61541,77439,48,344,0
8708,281,tabby,281,tabby,281,tabby,1,1,0.5677,0.001071,0.750238,0.959682,140682,63682,76986,32,328,0
8709,504,coffee mug,504,coffee mug,504,coffee mug,1,1,0.4269,0.001148,0.924565,0.918221,192640,97892,94734,16,312,0
8710,276,hyena,276,hyena,276,hyena,1,1,0.3306,0.001227,0.948785,0.979489,175807,91846,83947,32,328,0
8711,30,bullfrog,30,bullfrog,30,bullfrog,1,1,0.3339,0.001383,1.174840,0.967810,169690,86246,83430,0,296,0
8712,917,comic book,353,gazelle,353,gazelle,1,0,0.6012,0.000811,0.445824,0.946932,168676,85476,83186,16,312,0
8713,131,little blue heron,131,little blue heron,131,little blue heron,1,1,0.3437,0.001293,1.035850,0.973721,169279,85793,83472,16,312,0
8714,791,shopping cart,791,shopping cart,791,shopping cart,1,1,0.3848,0.001223,0.965411,0.952569,207140,108449,98677,64,360,0
8715,676,muzzle,676,muzzle,676,muzzle,1,1,0.2861,0.001200,0.931626,0.997001,171753,88089,83650,48,344,0
8716,627,limousine,627,limousine,627,limousine,1,1,0.3723,0.001270,1.013297,0.988536,173182,88956,84212,32,328,0
8717,430,basketball,430,basketball,430,basketball,1,1,0.4216,0.001367,1.142075,0.981929,172194,87956,84224,32,328,0
8718,706,patio,706,patio,706,patio,1,1,0.7462,0.000431,0.152048,0.978291,180917,97929,82974,48,344,0
8719,328,sea urchin,696,paintbrush,696,paintbrush,1,0,0.7896,0.000322,0.098578,0.983567,173131,88454,84663,32,328,0
8720,129,spoonbill,129,spoonbill,129,spoonbill,1,1,0.3351,0.001167,0.884470,0.995208,170628,86681,83933,16,312,0
8721,762,restaurant,415,bakery,415,bakery,1,0,0.3728,0.001156,0.946232,0.912230,169568,86518,83036,16,312,0
8722,425,barn,425,barn,425,barn,1,1,0.5081,0.001287,0.996001,0.976543,171135,87915,83206,16,312,0
8723,406,altar,406,altar,406,altar,1,1,0.5301,0.001119,0.884547,0.935817,169570,85347,84209,16,312,0
8724,601,hoopskirt,601,hoopskirt,601,hoopskirt,1,1,0.6257,0.000825,0.445491,0.962387,177782,93621,84147,48,344,0
8725,333,hamster,333,hamster,333,hamster,1,1,0.4687,0.001402,1.183125,0.978090,171474,87200,84260,32,328,0
8726,619,lampshade,619,lampshade,619,lampshade,1,1,0.4279,0.001165,0.942703,0.943491,173007,89432,83561,32,328,0
8727,148,killer whale,148,killer whale,148,killer whale,1,1,0.3660,0.001148,0.893310,0.902619,177405,93885,83506,16,312,0
8728,811,space heater,281,tabby,281,tabby,1,0,0.5992,0.000909,0.531868,0.964145,166911,86898,79999,32,328,0
8729,310,ant,310,ant,310,ant,1,1,0.3560,0.001332,1.090473,0.968007,134395,57251,77130,16,312,0
8730,149,dugong,149,dugong,149,dugong,1,1,0.4405,0.001329,1.101356,0.943671,157074,78699,78361,16,312,0
8731,955,jackfruit,955,jackfruit,955,jackfruit,1,1,0.2048,0.001054,0.764742,0.998814,169656,82566,87076,32,328,0
8732,915,yurt,915,yurt,915,yurt,1,1,0.3396,0.001303,1.060127,0.975277,155210,76087,79109,32,328,0
8733,342,wild boar,341,hog,341,hog,1,0,0.4570,0.001070,0.804443,0.904778,155040,76709,78317,16,312,0
8734,816,spindle,816,spindle,816,spindle,1,1,0.4310,0.001307,1.064408,0.990503,139544,62093,77437,32,328,0
8735,442,bell cote,442,bell cote,442,bell cote,1,1,0.4030,0.001160,0.915586,0.938084,149230,70193,79023,32,328,0
8736,54,hognose snake,54,hognose snake,54,hognose snake,1,1,0.3666,0.001116,0.859339,0.860751,128542,52049,76479,0,296,0
8737,551,face powder,551,face powder,551,face powder,1,1,0.3704,0.001475,1.346022,0.945186,139459,62119,77326,48,344,0
8738,249,malamute,256,Newfoundland,256,Newfoundland,1,0,0.3556,0.001343,1.112634,0.977699,133007,55915,77078,32,328,0
8739,25,European fire salamander,25,European fire salamander,25,European fire salamander,1,1,0.2851,0.001245,0.966752,0.955721,129291,52483,76794,0,296,0
8740,467,butcher shop,467,butcher shop,467,butcher shop,1,1,0.3299,0.001329,1.090459,0.961071,144404,65147,79243,16,312,0
8741,48,Komodo dragon,48,Komodo dragon,48,Komodo dragon,1,1,0.2900,0.001195,0.917719,0.993034,134971,57575,77382,0,296,0
8742,663,monastery,663,monastery,663,monastery,1,1,0.6042,0.000915,0.546106,0.964877,135216,54492,80710,32,328,0
8743,420,banjo,420,banjo,420,banjo,1,1,0.6987,0.000551,0.220372,0.964853,151489,73205,78270,16,312,0
8744,599,honeycomb,410,apiary,410,apiary,1,0,0.5736,0.000924,0.551143,0.969625,135403,58881,76508,16,312,0
8745,85,quail,85,quail,85,quail,1,1,0.5061,0.001251,0.960174,0.960457,129131,52610,76507,0,296,0
8746,256,Newfoundland,256,Newfoundland,256,Newfoundland,1,1,0.4093,0.001375,1.181967,0.919596,129805,52971,76820,32,328,0
8747,259,Pomeranian,259,Pomeranian,259,Pomeranian,1,1,0.4792,0.001116,0.773842,0.946688,138718,61254,77450,32,328,0
8748,896,washbasin,896,washbasin,896,washbasin,1,1,0.5056,0.001099,0.822599,0.933407,133637,55373,78250,32,328,0
8749,206,curly-coated retriever,206,curly-coated retriever,206,curly-coated retriever,1,1,0.3059,0.001360,1.137725,0.952210,127405,50882,76509,16,312,0
8750,129,spoonbill,129,spoonbill,129,spoonbill,1,1,0.3135,0.001189,0.908294,0.989589,130158,53256,76888,16,312,0
8751,216,clumber,216,clumber,216,clumber,1,1,0.3720,0.001256,0.994918,0.992109,150061,70968,79079,16,312,0
8752,19,chickadee,19,chickadee,19,chickadee,1,1,0.3964,0.001356,1.118398,0.932360,134345,57038,77293,0,296,0
8753,536,dock,408,amphibian,408,amphibian,1,0,0.6494,0.000608,0.288720,0.953726,132421,55244,77163,48,344,0
8754,951,lemon,929,ice lolly,929,ice lolly,1,0,0.4029,0.001275,1.154064,0.870798,142631,64980,77637,64,360,0
8755,47,African chameleon,47,African chameleon,47,African chameleon,1,1,0.3808,0.001260,0.991373,0.939865,134735,57085,77636,0,296,0
